,Title,Content
10,NDC calls on government to honour financial obligations to contractors,"The Upper East Regional Communications Bureau of the National Democratic Congress (NDC) has called on the government to honour its financial obligations to road contractors in the region to enable them to return to the site. The call came on the backdrop of the suspension of work on the Bolgatanga-Bawku-Pulimakum road over the past weeks.  “We in the NDC, as a matter of urgency, call on government to honour all its financial obligations to the contractors to return to the site,” it said. “We hold the view that if the necessary payments are advanced to the contractors, work on the project will be completed as scheduled, considering their track record in executing such capital-intensive projects.” Speaking at a conference dubbed: the “Upper East must know series, ""Abdallah Jonathan Salifu, the Communications Officer of the Party, said: “There must not be further delays to this project since it had already suffered enough.” He recalled that the 102.55-kilometre Bolgatanga-Bawku-Pulimakom road project was awarded in August 26, 2016, to Constructutora Queiroz Galvao S/A, at a sum of GHȻ612.744 million. It was awarded by the then John Mahama Government,  with work commencing on December 7, 2016, scheduled to be completed on June 4, 2019. Mr Salifu said: “The Contractor was paid advanced mobilisation of 20 per cent of the original contract sum, which amounted to GHȻ91.91 million, and after which seven other payments were made, totalling GHȻ40.6 million.”  “The total work certified is in the sum of GHȻ122.51 million.”. Mr Salifu admonished the media, the Ghana Private Road Transport Union, transport owners, drivers, and residents in the Region to join the call for the continuation and completion of the road. “We too are taxpayers and deserve nothing less. The project must not stall.”"
11,NDC Ketu North primaries: Hamenoo withdraws to support Agumenu,"The Deputy Secretary for Pro-Forum North America, a National Democratic Congress (NDC) pressure group, Jibreal Agbesi Hamenoo, has thrown his weight behind Dr Donald Senanu Agumenu in the upcoming parliamentary primaries in the Ketu North Constituency.Jibreal Hamenoo said: “Among the lot, Dr Donald Senanu Agumenu, stands tall. He comes along with a full storehouse of experience, exposure and resourcefulness to better represent Ketu North after Dr James Klutse Avedzi’s tenure.”He added that: “Dr Agumenu has the temerity, the composure, and the right maturity to bring us all indigenes of Ketu North home and abroad together for the collective good of our people.”This was contained in a release in which Hamenoo rescinded his decision to contest in the NDC primaries as a parliamentary candidate for Ketu North.He called on NDC delegates, traditional leaders, youth, the elderly, and all stakeholders in the Ketu North constituency to rally behind Dr Agumenu to become the next Member of Parliament (MP).He is confident that when Dr Agumenu becomes MP for Ketu North, he would build on the existing legacies of the Party for socio-economic development.“I trust in his selflessness and love for humanity. And I believe all these sterling qualities will come to bear in delivering the right leadership for Ketu North,” Mr Hamenoo said.The Deputy Secretary for Pro-Forum North America said the decision to withdraw from the race and to support Dr Agumenu was to continue to support the Party in his current position for the time being.“The urge to serve my people of Ketu North is still alive. However, given my recruitment and involvement in other highly important NDC Party engagements at other levels, engagements, which will take a significant chunk of my time, I have decided not to look into two bottles with one eye at this time,” he said.The National Democratic Congress would hold its presidential and parliamentary primaries on Saturday, May 13, 2023, to elect a flagbearer and parliamentary candidates for the 2024 elections."
12,"Bole Youth for JM Movement 2024 donates GHS20,000 to campaign","Former Ghanaian President John Dramani Mahama has received a boost in his bid to become president once again in 2024, as a group calling itself Bole Youth for JM Movement 2024 has donated amount of GHS20,000 to support his presidential primaries campaign.The donation was made on Thursday, February 23, 2023, at former President John Dramani Mahama's office in Cantonments, Accra.The group promised to support Mr Mahama in whichever way possible to achieve his goal of becoming the president of Ghana once again.The Bole Youth for JM Movement 2024 is a grassroots organisation that aims to promote Mahama's candidacy for the presidency in the upcoming elections.Speaking at the donation ceremony, the group's spokesperson, Abdul Rafiu Haruna, stated that they believed in Mahama's vision for the country and were committed to doing whatever they could to support him.Former Chief of Staff under President John Dramani Mahama's regime, Mr Julius Debrah, who received the donation expressed his gratitude to the group and thanked them for their support.He stated that their contribution was a demonstration of the confidence that Ghanaians have in JM and his vision for the country.He also spoke about former President Mahama's plans for the country, highlighting his commitment to creating jobs, improving healthcare and education, and promoting economic growth.He emphasised the need for unity and urged all Ghanaians to come together to work towards a brighter future for the country.The donation from the Bole Youth for JM Movement 2024 comes as Mahama prepares for the presidential primaries, which are set to take place later this year.The primaries will determine the candidate who will represent the National Democratic Congress (NDC) in the 2024 presidential elections.Mr Mahama, who previously served as president from 2012 to 2017, is seen as a strong contender for the presidency. He has been vocal in his criticism of the current government's policies and has promised to offer an alternative vision for the country if elected.With the support of groups like the Bole Youth for JM Movement 2024, Mahama will be hoping to secure the NDC nomination and go on to challenge for the presidency once again"
13,"We didn't contribute to pick forms for Duffuor, we're neutral – A/R NDC Women's wing","The Ashanti regional Women's Wing of the NDC has refuted the claim by the regional Women's Organiser of the party that they contributed to pick nomination forms for Dr Kwabena Duffour to contest the Presidential Primaries of the party.Addressing a press conference organised by the Women's Wing, the Deputy Regional Women's Organiser, Phyllis Manu Manassian, described the claim made by Mrs Gloria Huze as palpably false.She said the women's wing had not met anywhere to take such a decision and had never contributed to picking forms for a particular candidate contesting in the presidential primaries.Mrs Manassiah said they have no intention to declare support for any of the four party members who have picked forms to contest the primaries.She indicated that all the aspirants are their sons and as mothers, they will not discriminate against any of them.She, therefore, called on the National Executives of the party to sanction the Women's Organiser to serve as a deterrent to others who intend to do the same."
14,Communications Specialist slams Frances Essiam for dragging NAPO into her exit,"The Ministry of Energy has said Frances Essiam’s attack on the Minister, Dr. Matthew Opoku Prempeh is a misdirection of anger.Frances Essiam speaking on her sack from the Ghana Cylinder Manufacturing company as Chief Executive Officer (CEO) blamed Dr. Matthew Opoku Prempeh for her woes.She said the minister had challenges with a state agency that had opted to support the Ghana Cylinder Manufacturing company in its drive to expand but Dr. Matthew Opoku Prempeh had his own plans and therefore will not agree to her agreements reached with a state agency of her choice.""...with all our hard work and efforts at the company, there are some who don’t want us to be successful...so I’ve decided to resign. I’m a woman of substance, a woman of peace and highly knowledgeable... I have resigned so Dr. Mathew Opoku Prempeh, Minister for Energy and Manhyia South MP can now have his way; he can do whatever he wants with Ghana Cylinder Manufacturing Company; he can grind and chew it ... I have not heard from the President but I am resigning in principle... he (Mathew Opoku Prempeh) should bring it on, I am ready for him,” she said. But a Communications Specialist at the Ministry of Energy, Kofi Abrefa Afena has disclosed Dr. Matthew Opoku Prempeh neither appointed nor fired Madam Frances as she claimed.He indicated the rants of Frances Asiam “Is a clear case of misdirected anger and he will not be dragged into that hullabaloo. I believe Madam Frances can pick up any challenges she has with the termination of her appointment with the appointing authority”.Arguing that since Dr. Matthew Opoku Prempeh took over as Energy Minister, he has “supported and guided the agency heads to the best of his ability and he will continue to do so, for the good of Mother Ghana”."
15,Bawumia is NDC’s nightmare - Akim Swedru MP,"Member of Parliament (MP) for Akim Swedru in the Eastern Region, Kennedy Osei Nyarko has said Vice President, Dr. Mahammudu Bawumia poses a threat to the main opposition National Democratic Party (NDC).Kennedy Osei Nyarko is convinced former President John Dramani Mahama is no competition for Vice President Dr. Mahamudu Bawumia, when it comes to debating on national issues.He said, “Dr Bawumia continues to be a nightmare and albatross on the neck of the NDC.”“He has always taken the biggest opposition party on policies and on innovative ideas implementations. No wonder they will not stop at anything to attack and denigrate him. He is the nightmare of the NDC. We want someone who will take the fight to the opponent and not the one who will rather fight the one fighting the opponent,” Kennedy Osei Nyarko wrote on his official Facebook wall.“It seems that Dr. Bawumia is a problem for his political rivals. I’ve been involved in Ghanaian politics for a very long time, and I can attest that Dr. Bawumia is one of our country’s top communicators. He is coherent, articulate, and laser-focused.”He added: “He makes economics very simple. He is able to reduce very complicated issues, so, I see why he represents a problem and a challenge for some people. I think the town hall meeting was a useful exercise.”"
16,NPP Primaries: Resist any aspirant who offers money for your votes - Kwabena Agyepong to delegates,"New Patriotic Party (NPP) Presidential hopeful, Kwabena Agyei Agyepong has condemned the culture of monetization that has characterized the party's internal elections and Ghana's electoral politics at large.Paying a surprise visit to the studios of Peace FM during ""Kokrokoo"" morning show on Friday, February 24, the former General Secretary of the NPP and currently vying for the flagbearer position of the party asked the delegates and electorates to resist the monetary enticements by politicians."" . . as politicians, we should be distributing inspiration, not money. Our statements and behaviour should motivate people . . . if you are a Minister, you have to be sensitive to the Ghanaian people,"" he advised.He urged the delegates to engage in a lifestyle audit whenever an aspirant offers them money in exchange for votes.""Sometimes, even the party people should be asking how they are getting those monies,"" he said.Mr. Kwabena Agyei Agyepong also admonished his colleague aspirants to discourage vote-buying stressing ""politics is not a job but a calling"", hence seeking to be elected should be an act of service to the people."
17,Ghana won’t need IMF bailout if government deals with corruption - Asah Asante,"A senior lecturer at the University Ghana Political Science Department, Dr. Kwame Asah Asante has said that the country will be able to forgo the IMF bailout and its conditions if the government manages corruption well.Ghana officially contacted the International Monetary Fund to seek financial support. The external creditors provided Ghana with a certain criterion the country must meet to secure a possible $3 billion bailout.The government introduced the Domestic Debt Exchange Program (DDEP) to restructure debt as part of the steps to reach board-level approval with the International Monetary Fund (IMF) on a $3 billion facility to restore macroeconomic stability in the country.The government targeted 80% participation in the program to help restructure 137.3 billion Ghana cedis in bonds on the domestic market to bring its total debt, which stands at about 575.5 billion Ghana cedis to sustainable levels.Speaking on Morning Starr the Political Scientist said that the government’s mismanagement of corruption is the reason we need to accept all these conditionalities from IMF for a possible bailout.“We are so excited that IMF is going to give us close to 3 billion for starters and all that. But if we manage corruption very well, I’m afraid we will not need that money with its attendant problems and conditions. Let’s look at the issue of waste and a lot of information are available within the auditor general’s report year by year. How far have we come, and how far have we learned from them to continue to see these things in our books? It is unfortunate.“If you look at issue of waste, in terms of projects we pursue. Projects that have little or no benefit for society and then we are in there. We undertake projects without records of stakeholder engagement, and when people raise their voices those projects become abandoned and we adjust to devising such projects. We have seen issues of misapplication of state resources. In the sense that the constitution makes it mandatory for all government that when you inherit power, any project that is done using state money you will continue,” Dr. Asante explained.He continued; “But there are buildings today that are languishing in the bush and that we don’t seem to care about it. we forget that state money was put into such resources. Look at the way we execute contracts in this country as if there is no supervisor of contracts that the state has awarded. We do it anyhow and people benefit from that through poor supervision and poor execution of state projects. What is more, is that we see even some is that we see of these contracts ending up in judgement debt.”"
18,Group picks nomination form for Wa West MP,"A group calling itself the Progressive Youth for Wa West Development has picked a nomination form for Peter Lanchene Toobu, Member of Parliament for the constituency.  Chris Bambari, in a press release, said Peter Lanchene Toobu had demonstrated beyond a shadow of a doubt that he was a developmental-oriented legislator and a man of success for the people of Wa West constituency. Recounting his stay in Parliament, the group said the Member of Parliament undertook many projects in the constituency across all the sectors and commended him for his commitment towards the area’s development. He said it was prudent to give the Wa West legislator their full support for a subsequent chance to continue his good work in the constituency. Chris Bambari added that the MP’s performance made him the fourth-best MP in Ghana and the top MP in the Upper West region. He called on the constituents to retain him to do more for the people.  The group later contributed GHC5,000 in cash to help the MP to prosecute his campaign. Receiving the cash donation on behalf of the MP, Mr Salima Alhassan, a former constituency Secretary, thanked the group for the support and urged them to remain united ahead of the process. The National Democratic Congress (NDC) will hold its presidential and parliamentary primaries on Saturday, May 13, 2023, to elect a flagbearer and parliamentary candidates for the 2024 elections. Aspirants are expected to pick up forms from the party’s constituency offices from the 22nd to the 24th of February. The party’s doors would be opened for the submission of forms from the 20th to the 22nd of March 2023. Vetting of the Presidential aspirants would also take place from the 27th to the 29th of March. The fee for the forms stands at GH¢5000.00 while the filing fee is going for GH¢40,000.00. However, the party said women and persons living with disabilities would pay 50 per cent of all charges should they decide to contest."
19,NDC parliamentary primaries: Frank Asare joins Sefwi Wiawso contest,"Communications Team member of the opposition National Democratic Congress, Frank Asare Pedro has filed his nomination to contest in the party’s upcoming primaries in the Sefwi Wiaiwso Constituency.Announcing his intent in a statement, the parliamentary candidate hopeful said his decision has largely been informed by consultations with chiefs, opinion leaders and interaction with members of the party in the constituency.“This step is the result of extensive consultations with the chiefs, opinion leaders, party faithfuls and the good people of Wiawso; both home and abroad and a culmination of years of working with past and current leadership of our party in the Constituency who have encouraged me to take this journey.“Having committed myself to the good course of our party for the past 16 years from the branch level as a youth organiser through to the constituency as the constituency youth organiser to been a national communication team member. It is evident that there is none that understands and appreciates the workings of our party than I do,” he stated.Mr Asare noted that his journey towards parliament had been long in wait as he had to step down from the party’s primaries some four years ago in the interest of the NDC.“Exactly four years ago, I had to sacrifice my ambition for the greater good of the great NDC by stepping aside for Honourable Paul Evans Aidoo, a man I have immense respect and admiration for. Before I took the decision against this year, I humbly visited him to seek his advice and blessings. He assured me of his blessings for the respect and honour shown him. His continuous blessing and advice is what has propelled us this far. U pledge to continue to seek his wise counsel on this journey,” he stated.Read the full statement below:"
